Name of Plant,Installed Capacity (MW),Type,Location (District),Latitude,Longitude,State,Date of Commissioning,Average domestic electricity rates in Rs./KWh,Per capita electricity consumption in KWh,Solar Rad Monthly,Solar Rad Annual,poa monthly
Rajasthan State Mines &\rMinerals Limited,5,Solar,Bikaner,28.01647,73.31184,Rajasthan,31-Dec-2014,7.95,1282,"[5.559354305267334, 6.264702796936035, 6.715618133544922, 6.844983100891113, 6.533813953399658, 6.097417831420898, 5.8675618171691895, 6.04442024230957, 6.637346267700195, 6.4079060554504395, 5.717188835144043, 5.301156520843506]",6.165955067,"[172.33998107910156, 175.41168212890625, 208.1841583251953, 205.3494873046875, 202.54823303222656, 182.9225311279297, 181.8944091796875, 187.3770294189453, 199.12039184570312, 198.64508056640625, 171.5156707763672, 164.33584594726562]"
Cepco Industries (P)\rLimited,2,Solar,Jodhpur,26.26691,73.03052,Rajasthan,3-Jan-2015,7.95,1282,"[6.2187042236328125, 6.566390514373779, 7.07090950012207, 7.000625133514404, 6.772578239440918, 6.17702579498291, 5.591103553771973, 5.518489837646484, 6.286740303039551, 6.612390041351318, 6.0205841064453125, 5.576983451843262]",6.284376621,"[192.7798309326172, 183.8589324951172, 219.1981964111328, 210.0187530517578, 209.94992065429688, 185.31077575683594, 173.32420349121094, 171.07318115234375, 188.60220336914062, 204.9840850830078, 180.61752319335938, 172.88648986816406]"
SEI Suryalabh Private\rLimited,30,Solar,Jodhpur,26.26691,73.03052,Rajasthan,25-Mar-2015,7.95,1282,"[6.2187042236328125, 6.566390514373779, 7.07090950012207, 7.000625133514404, 6.772578239440918, 6.17702579498291, 5.591103553771973, 5.518489837646484, 6.286740303039551, 6.612390041351318, 6.0205841064453125, 5.576983451843262]",6.284376621,"[192.7798309326172, 183.8589324951172, 219.1981964111328, 210.0187530517578, 209.94992065429688, 185.31077575683594, 173.32420349121094, 171.07318115234375, 188.60220336914062, 204.9840850830078, 180.61752319335938, 172.88648986816406]"
Rishabh Renergy Pvt Ltd,10,Solar,Bikaner,28.01647,73.31184,Rajasthan,25-Mar-2015,7.95,1282,"[5.559354305267334, 6.264702796936035, 6.715618133544922, 6.844983100891113, 6.533813953399658, 6.097417831420898, 5.8675618171691895, 6.04442024230957, 6.637346267700195, 6.4079060554504395, 5.717188835144043, 5.301156520843506]",6.165955067,"[172.33998107910156, 175.41168212890625, 208.1841583251953, 205.3494873046875, 202.54823303222656, 182.9225311279297, 181.8944091796875, 187.3770294189453, 199.12039184570312, 198.64508056640625, 171.5156707763672, 164.33584594726562]"
RDA Energy Pvt. Ltd.,10,Solar,Bhilwara,25.34644,74.63523,Rajasthan,30-Mar-2015,7.95,1282,"[6.089221000671387, 6.901070594787598, 7.272623538970947, 7.1078972816467285, 6.811581134796143, 5.926999092102051, 5.012933731079102, 4.961670398712158, 6.164656639099121, 6.618738174438477, 6.004007816314697, 5.734666347503662]",6.217171192,"[188.76585388183594, 193.22998046875, 225.45132446289062, 213.23692321777344, 211.1590118408203, 177.80996704101562, 155.40093994140625, 153.81178283691406, 184.939697265625, 205.18087768554688, 180.1202392578125, 177.774658203125]"
Fluidcon Engineers,1,Solar,Bikaner,28.01647,73.31184,Rajasthan,31-Mar-2015,7.95,1282,"[5.559354305267334, 6.264702796936035, 6.715618133544922, 6.844983100891113, 6.533813953399658, 6.097417831420898, 5.8675618171691895, 6.04442024230957, 6.637346267700195, 6.4079060554504395, 5.717188835144043, 5.301156520843506]",6.165955067,"[172.33998107910156, 175.41168212890625, 208.1841583251953, 205.3494873046875, 202.54823303222656, 182.9225311279297, 181.8944091796875, 187.3770294189453, 199.12039184570312, 198.64508056640625, 171.5156707763672, 164.33584594726562]"
Hotel Hilltop Palace,0.5,Solar,Bikaner,28.01647,73.31184,Rajasthan,31-Mar-2015,7.95,1282,"[5.559354305267334, 6.264702796936035, 6.715618133544922, 6.844983100891113, 6.533813953399658, 6.097417831420898, 5.8675618171691895, 6.04442024230957, 6.637346267700195, 6.4079060554504395, 5.717188835144043, 5.301156520843506]",6.165955067,"[172.33998107910156, 175.41168212890625, 208.1841583251953, 205.3494873046875, 202.54823303222656, 182.9225311279297, 181.8944091796875, 187.3770294189453, 199.12039184570312, 198.64508056640625, 171.5156707763672, 164.33584594726562]"
Naveen Distributors,0.5,Solar,Bikaner,28.01647,73.31184,Rajasthan,31-Mar-2015,7.95,1282,"[5.559354305267334, 6.264702796936035, 6.715618133544922, 6.844983100891113, 6.533813953399658, 6.097417831420898, 5.8675618171691895, 6.04442024230957, 6.637346267700195, 6.4079060554504395, 5.717188835144043, 5.301156520843506]",6.165955067,"[172.33998107910156, 175.41168212890625, 208.1841583251953, 205.3494873046875, 202.54823303222656, 182.9225311279297, 181.8944091796875, 187.3770294189453, 199.12039184570312, 198.64508056640625, 171.5156707763672, 164.33584594726562]"
Rajdarshan Hotels (P)\rLimited,0.5,Solar,Bikaner,28.01647,73.31184,Rajasthan,31-Mar-2015,7.95,1282,"[5.559354305267334, 6.264702796936035, 6.715618133544922, 6.844983100891113, 6.533813953399658, 6.097417831420898, 5.8675618171691895, 6.04442024230957, 6.637346267700195, 6.4079060554504395, 5.717188835144043, 5.301156520843506]",6.165955067,"[172.33998107910156, 175.41168212890625, 208.1841583251953, 205.3494873046875, 202.54823303222656, 182.9225311279297, 181.8944091796875, 187.3770294189453, 199.12039184570312, 198.64508056640625, 171.5156707763672, 164.33584594726562]"
Palimarwar Solar Project\rPvt Ltd,10,Solar,Jaisalmer,26.91947,70.91432,Rajasthan,13-Apr-2015,7.95,1282,"[5.783580780029297, 6.281976222991943, 6.730288982391357, 6.865492343902588, 6.700809478759766, 6.244972229003906, 5.916469097137451, 6.026190757751465, 6.475043296813965, 6.546916484832764, 5.982253074645996, 5.467385768890381]",6.251781464,"[179.29100036621094, 175.8953399658203, 208.6389617919922, 205.9647674560547, 207.72509765625, 187.3491668701172, 183.41053771972656, 186.81192016601562, 194.2512969970703, 202.95440673828125, 179.46759033203125, 169.48895263671875]"
Welspun Solar UP Private\rLimited,5,Solar,Bikaner,28.01647,73.31184,Rajasthan,22-Apr-2015,7.95,1282,"[5.559354305267334, 6.264702796936035, 6.715618133544922, 6.844983100891113, 6.533813953399658, 6.097417831420898, 5.8675618171691895, 6.04442024230957, 6.637346267700195, 6.4079060554504395, 5.717188835144043, 5.301156520843506]",6.165955067,"[172.33998107910156, 175.41168212890625, 208.1841583251953, 205.3494873046875, 202.54823303222656, 182.9225311279297, 181.8944091796875, 187.3770294189453, 199.12039184570312, 198.64508056640625, 171.5156707763672, 164.33584594726562]"
Suryauday Solaire\rPrakash Private Limited,10,Solar,Jodhpur,26.26691,73.03052,Rajasthan,28-Apr-2015,7.95,1282,"[6.2187042236328125, 6.566390514373779, 7.07090950012207, 7.000625133514404, 6.772578239440918, 6.17702579498291, 5.591103553771973, 5.518489837646484, 6.286740303039551, 6.612390041351318, 6.0205841064453125, 5.576983451843262]",6.284376621,"[192.7798309326172, 183.8589324951172, 219.1981964111328, 210.0187530517578, 209.94992065429688, 185.31077575683594, 173.32420349121094, 171.07318115234375, 188.60220336914062, 204.9840850830078, 180.61752319335938, 172.88648986816406]"
Azure Clean Energy\rPrivate Limited (Part-I),30,Solar,Jodhpur,26.26691,73.03052,Rajasthan,24-Apr-2015,7.95,1282,"[6.2187042236328125, 6.566390514373779, 7.07090950012207, 7.000625133514404, 6.772578239440918, 6.17702579498291, 5.591103553771973, 5.518489837646484, 6.286740303039551, 6.612390041351318, 6.0205841064453125, 5.576983451843262]",6.284376621,"[192.7798309326172, 183.8589324951172, 219.1981964111328, 210.0187530517578, 209.94992065429688, 185.31077575683594, 173.32420349121094, 171.07318115234375, 188.60220336914062, 204.9840850830078, 180.61752319335938, 172.88648986816406]"
Azure Clean Energy\rPrivate Limited (Part-II),10,Solar,Jodhpur,26.26691,73.03052,Rajasthan,28-Apr-2015,7.95,1282,"[6.2187042236328125, 6.566390514373779, 7.07090950012207, 7.000625133514404, 6.772578239440918, 6.17702579498291, 5.591103553771973, 5.518489837646484, 6.286740303039551, 6.612390041351318, 6.0205841064453125, 5.576983451843262]",6.284376621,"[192.7798309326172, 183.8589324951172, 219.1981964111328, 210.0187530517578, 209.94992065429688, 185.31077575683594, 173.32420349121094, 171.07318115234375, 188.60220336914062, 204.9840850830078, 180.61752319335938, 172.88648986816406]"
Azure GreenTech Private\rLimited,40,Solar,Jodhpur,26.26691,73.03052,Rajasthan,28-Apr-2015,7.95,1282,"[6.2187042236328125, 6.566390514373779, 7.07090950012207, 7.000625133514404, 6.772578239440918, 6.17702579498291, 5.591103553771973, 5.518489837646484, 6.286740303039551, 6.612390041351318, 6.0205841064453125, 5.576983451843262]",6.284376621,"[192.7798309326172, 183.8589324951172, 219.1981964111328, 210.0187530517578, 209.94992065429688, 185.31077575683594, 173.32420349121094, 171.07318115234375, 188.60220336914062, 204.9840850830078, 180.61752319335938, 172.88648986816406]"
Northern Solaire Prakash\rPrivate Limited,10,Solar,Jodhpur,26.26691,73.03052,Rajasthan,29-Apr-2015,7.95,1282,"[6.2187042236328125, 6.566390514373779, 7.07090950012207, 7.000625133514404, 6.772578239440918, 6.17702579498291, 5.591103553771973, 5.518489837646484, 6.286740303039551, 6.612390041351318, 6.0205841064453125, 5.576983451843262]",6.284376621,"[192.7798309326172, 183.8589324951172, 219.1981964111328, 210.0187530517578, 209.94992065429688, 185.31077575683594, 173.32420349121094, 171.07318115234375, 188.60220336914062, 204.9840850830078, 180.61752319335938, 172.88648986816406]"
Azure Sunshine Private\rLimited (Part-I),10,Solar,Jodhpur,26.26691,73.03052,Rajasthan,2-May-2015,7.95,1282,"[6.2187042236328125, 6.566390514373779, 7.07090950012207, 7.000625133514404, 6.772578239440918, 6.17702579498291, 5.591103553771973, 5.518489837646484, 6.286740303039551, 6.612390041351318, 6.0205841064453125, 5.576983451843262]",6.284376621,"[192.7798309326172, 183.8589324951172, 219.1981964111328, 210.0187530517578, 209.94992065429688, 185.31077575683594, 173.32420349121094, 171.07318115234375, 188.60220336914062, 204.9840850830078, 180.61752319335938, 172.88648986816406]"
Azure Sunshine Private\rLimited (Part-II),10,Solar,Jodhpur,26.26691,73.03052,Rajasthan,5-May-2015,7.95,1282,"[6.2187042236328125, 6.566390514373779, 7.07090950012207, 7.000625133514404, 6.772578239440918, 6.17702579498291, 5.591103553771973, 5.518489837646484, 6.286740303039551, 6.612390041351318, 6.0205841064453125, 5.576983451843262]",6.284376621,"[192.7798309326172, 183.8589324951172, 219.1981964111328, 210.0187530517578, 209.94992065429688, 185.31077575683594, 173.32420349121094, 171.07318115234375, 188.60220336914062, 204.9840850830078, 180.61752319335938, 172.88648986816406]"
Northern Solaire Prakash\rPrivate Limited,10,Solar,Jodhpur,26.26691,73.03052,Rajasthan,7-May-2015,7.95,1282,"[6.2187042236328125, 6.566390514373779, 7.07090950012207, 7.000625133514404, 6.772578239440918, 6.17702579498291, 5.591103553771973, 5.518489837646484, 6.286740303039551, 6.612390041351318, 6.0205841064453125, 5.576983451843262]",6.284376621,"[192.7798309326172, 183.8589324951172, 219.1981964111328, 210.0187530517578, 209.94992065429688, 185.31077575683594, 173.32420349121094, 171.07318115234375, 188.60220336914062, 204.9840850830078, 180.61752319335938, 172.88648986816406]"
ACME Gurgaon Power\rPrivate Limied,20,Solar,Jodhpur,26.26691,73.03052,Rajasthan,18-May-2015,7.95,1282,"[6.2187042236328125, 6.566390514373779, 7.07090950012207, 7.000625133514404, 6.772578239440918, 6.17702579498291, 5.591103553771973, 5.518489837646484, 6.286740303039551, 6.612390041351318, 6.0205841064453125, 5.576983451843262]",6.284376621,"[192.7798309326172, 183.8589324951172, 219.1981964111328, 210.0187530517578, 209.94992065429688, 185.31077575683594, 173.32420349121094, 171.07318115234375, 188.60220336914062, 204.9840850830078, 180.61752319335938, 172.88648986816406]"
ACME Mumbai Power\rPrivate Limied,20,Solar,Jodhpur,26.26691,73.03052,Rajasthan,18-May-2015,7.95,1282,"[6.2187042236328125, 6.566390514373779, 7.07090950012207, 7.000625133514404, 6.772578239440918, 6.17702579498291, 5.591103553771973, 5.518489837646484, 6.286740303039551, 6.612390041351318, 6.0205841064453125, 5.576983451843262]",6.284376621,"[192.7798309326172, 183.8589324951172, 219.1981964111328, 210.0187530517578, 209.94992065429688, 185.31077575683594, 173.32420349121094, 171.07318115234375, 188.60220336914062, 204.9840850830078, 180.61752319335938, 172.88648986816406]"
Ranji Solar Energy Private\rLimied,20,Solar,Jodhpur,26.26691,73.03052,Rajasthan,18-May-2015,7.95,1282,"[6.2187042236328125, 6.566390514373779, 7.07090950012207, 7.000625133514404, 6.772578239440918, 6.17702579498291, 5.591103553771973, 5.518489837646484, 6.286740303039551, 6.612390041351318, 6.0205841064453125, 5.576983451843262]",6.284376621,"[192.7798309326172, 183.8589324951172, 219.1981964111328, 210.0187530517578, 209.94992065429688, 185.31077575683594, 173.32420349121094, 171.07318115234375, 188.60220336914062, 204.9840850830078, 180.61752319335938, 172.88648986816406]"
ACME Rajdhani Power\rPrivate Limied,20,Solar,Jodhpur,26.26691,73.03052,Rajasthan,20-May-2015,7.95,1282,"[6.2187042236328125, 6.566390514373779, 7.07090950012207, 7.000625133514404, 6.772578239440918, 6.17702579498291, 5.591103553771973, 5.518489837646484, 6.286740303039551, 6.612390041351318, 6.0205841064453125, 5.576983451843262]",6.284376621,"[192.7798309326172, 183.8589324951172, 219.1981964111328, 210.0187530517578, 209.94992065429688, 185.31077575683594, 173.32420349121094, 171.07318115234375, 188.60220336914062, 204.9840850830078, 180.61752319335938, 172.88648986816406]"
Medha Energy Private\rLimied,20,Solar,Jodhpur,26.26691,73.03052,Rajasthan,20-May-2015,7.95,1282,"[6.2187042236328125, 6.566390514373779, 7.07090950012207, 7.000625133514404, 6.772578239440918, 6.17702579498291, 5.591103553771973, 5.518489837646484, 6.286740303039551, 6.612390041351318, 6.0205841064453125, 5.576983451843262]",6.284376621,"[192.7798309326172, 183.8589324951172, 219.1981964111328, 210.0187530517578, 209.94992065429688, 185.31077575683594, 173.32420349121094, 171.07318115234375, 188.60220336914062, 204.9840850830078, 180.61752319335938, 172.88648986816406]"
Ridhu Solar,1,Solar,Bikaner,28.01647,73.31184,Rajasthan,27-May-2015,7.95,1282,"[5.559354305267334, 6.264702796936035, 6.715618133544922, 6.844983100891113, 6.533813953399658, 6.097417831420898, 5.8675618171691895, 6.04442024230957, 6.637346267700195, 6.4079060554504395, 5.717188835144043, 5.301156520843506]",6.165955067,"[172.33998107910156, 175.41168212890625, 208.1841583251953, 205.3494873046875, 202.54823303222656, 182.9225311279297, 181.8944091796875, 187.3770294189453, 199.12039184570312, 198.64508056640625, 171.5156707763672, 164.33584594726562]"
SUNGOLD Energy Pvt. Ltd,5,Solar,Jodhpur,26.26691,73.03052,Rajasthan,14-Jul-2015,7.95,1282,"[6.2187042236328125, 6.566390514373779, 7.07090950012207, 7.000625133514404, 6.772578239440918, 6.17702579498291, 5.591103553771973, 5.518489837646484, 6.286740303039551, 6.612390041351318, 6.0205841064453125, 5.576983451843262]",6.284376621,"[192.7798309326172, 183.8589324951172, 219.1981964111328, 210.0187530517578, 209.94992065429688, 185.31077575683594, 173.32420349121094, 171.07318115234375, 188.60220336914062, 204.9840850830078, 180.61752319335938, 172.88648986816406]"
Star Solar Power Pvt. Ltd.,5,Solar,Jodhpur,26.26691,73.03052,Rajasthan,14-Jul-2015,7.95,1282,"[6.2187042236328125, 6.566390514373779, 7.07090950012207, 7.000625133514404, 6.772578239440918, 6.17702579498291, 5.591103553771973, 5.518489837646484, 6.286740303039551, 6.612390041351318, 6.0205841064453125, 5.576983451843262]",6.284376621,"[192.7798309326172, 183.8589324951172, 219.1981964111328, 210.0187530517578, 209.94992065429688, 185.31077575683594, 173.32420349121094, 171.07318115234375, 188.60220336914062, 204.9840850830078, 180.61752319335938, 172.88648986816406]"
Sir Kasturchand Daga\rSolaire  Inc.,0.25,Solar,Bikaner,28.01647,73.31184,Rajasthan,14-Aug-2015,7.95,1282,"[5.559354305267334, 6.264702796936035, 6.715618133544922, 6.844983100891113, 6.533813953399658, 6.097417831420898, 5.8675618171691895, 6.04442024230957, 6.637346267700195, 6.4079060554504395, 5.717188835144043, 5.301156520843506]",6.165955067,"[172.33998107910156, 175.41168212890625, 208.1841583251953, 205.3494873046875, 202.54823303222656, 182.9225311279297, 181.8944091796875, 187.3770294189453, 199.12039184570312, 198.64508056640625, 171.5156707763672, 164.33584594726562]"
